case_id,kind,dose_krad_si,x_v,drain_current_a
S_D00_n3,transfer,0,-1.93,6.3403110916e-11
S_D00_n3,transfer,0,-1.84405555556,7.16591718482e-11
S_D00_n3,transfer,0,-1.72913828395,8.11954666198e-11
S_D00_n3,transfer,0,-1.58913828395,9.667100940249999e-11
S_D00_n3,transfer,0,-1.44913828395,1.1475327568e-10
S_D00_n3,transfer,0,-1.30913828395,1.27881850565e-10
S_D00_n3,transfer,0,-1.16913828395,1.27142888477e-10
S_D00_n3,transfer,0,-1.02913828395,1.12180042388e-10
S_D00_n3,transfer,0,-0.889138283951,9.21656564248e-11
S_D00_n3,transfer,0,-0.749138283951,7.503277655920001e-11
S_D00_n3,transfer,0,-0.609138283951,6.48943120322e-11
S_D00_n3,transfer,0,-0.469138283951,6.60251147607e-11
S_D00_n3,transfer,0,-0.329138283951,9.9486139198e-11
S_D00_n3,transfer,0,-0.189138283951,3.00977656877e-10
S_D00_n3,transfer,0,-0.0491382839506,1.52325991922e-09
S_D00_n3,transfer,0,0.09086171604939999,8.85697846057e-09
S_D00_n3,transfer,0,0.230861716049,5.17042060299e-08
S_D00_n3,transfer,0,0.370861716049,3.00408087942e-07
S_D00_n3,transfer,0,0.510861716049,1.68849072955e-06
S_D00_n3,transfer,0,0.650861716049,9.139823925970001e-06
S_D00_n3,transfer,0,0.790861716049,4.79161052236e-05
S_D00_n3,transfer,0,0.930861716049,0.00023887547265
S_D00_n3,transfer,0,1.07086171605,0.00107797600552
S_D00_n3,transfer,0,1.21086171605,0.00399846856135
S_D00_n3,transfer,0,1.35086171605,0.0109987585753
S_D00_n3,transfer,0,1.49086171605,0.0222083117247
S_D00_n3,transfer,0,1.63086171605,0.0353918019352
S_D00_n3,transfer,0,1.77086171605,0.0482482946023
S_D00_n3,transfer,0,1.91086171605,0.0596699359843
S_D00_n3,transfer,0,2.05086171605,0.0694558724273
S_D00_n3,transfer,0,2.19086171605,0.077773264253
S_D00_n3,transfer,0,2.33086171605,0.08487026284430001
S_D00_n3,transfer,0,2.47086171605,0.0909762893729
S_D00_n3,transfer,0,2.61086171605,0.0962793189945
S_D00_n3,transfer,0,2.75086171605,0.100927541618
S_D00_n3,transfer,0,2.89086171605,0.105036718892
S_D00_n3,transfer,0,3.03086171605,0.10869753824
S_D00_n3,transfer,0,3.17086171605,0.111981607903
S_D00_n3,transfer,0,3.31086171605,0.114946033303
S_D00_n3,transfer,0,3.45086171605,0.117636832694
S_D00_n3,transfer,0,3.59086171605,0.120091474332
S_D00_n3,transfer,0,3.73086171605,0.122340767444
S_D00_n3,transfer,0,3.87086171605,0.12441028174
S_D00_n3,transfer,0,4.01086171605,0.126321422656
S_D00_n3,transfer,0,4.15086171605,0.128092253749
S_D00_n3,transfer,0,4.29086171605,0.129738131919
S_D00_n3,transfer,0,4.43086171605,0.131272202823
S_D00_n3,transfer,0,4.57086171605,0.132705790873
S_D00_n3,transfer,0,4.71086171605,0.134048708995
S_D00_n3,transfer,0,4.85086171605,0.13530950676
S_D00_n3,transfer,0,4.99086171605,0.136495670722
S_D00_n3,transfer,0,5,0.136570608938
