case_id,kind,dose_krad_si,x_v,drain_current_a
S_D40_n77,transfer,40,-1.93,5.88147291502e-11
S_D40_n77,transfer,40,-1.84405555556,6.0521167157e-11
S_D40_n77,transfer,40,-1.72913828395,6.35539617867e-11
S_D40_n77,transfer,40,-1.58913828395,6.901546151739999e-11
S_D40_n77,transfer,40,-1.44913828395,7.760238903070001e-11
S_D40_n77,transfer,40,-1.30913828395,9.06153278856e-11
S_D40_n77,transfer,40,-1.16913828395,1.07535375181e-10
S_D40_n77,transfer,40,-1.02913828395,1.22339457717e-10
S_D40_n77,transfer,40,-0.889138283951,1.24950848675e-10
S_D40_n77,transfer,40,-0.749138283951,1.1229576813e-10
S_D40_n77,transfer,40,-0.609138283951,9.308935870309999e-11
S_D40_n77,transfer,40,-0.469138283951,7.88500560955e-11
S_D40_n77,transfer,40,-0.329138283951,8.341303596100001e-11
S_D40_n77,transfer,40,-0.189138283951,1.66089436324e-10
S_D40_n77,transfer,40,-0.0491382839506,6.91507098598e-10
S_D40_n77,transfer,40,0.09086171604939999,4.13597749296e-09
S_D40_n77,transfer,40,0.230861716049,2.40439040772e-08
S_D40_n77,transfer,40,0.370861716049,1.302025839e-07
S_D40_n77,transfer,40,0.510861716049,7.35411853466e-07
S_D40_n77,transfer,40,0.650861716049,3.99503265118e-06
S_D40_n77,transfer,40,0.790861716049,2.0958075321e-05
S_D40_n77,transfer,40,0.930861716049,0.00010539397859
S_D40_n77,transfer,40,1.07086171605,0.000491500342502
S_D40_n77,transfer,40,1.21086171605,0.00197463331116
S_D40_n77,transfer,40,1.35086171605,0.00612561401838
S_D40_n77,transfer,40,1.49086171605,0.0138712063883
S_D40_n77,transfer,40,1.63086171605,0.0240239064196
S_D40_n77,transfer,40,1.77086171605,0.0344265212282
S_D40_n77,transfer,40,1.91086171605,0.0435759377537
S_D40_n77,transfer,40,2.05086171605,0.0510538908928
S_D40_n77,transfer,40,2.19086171605,0.0570466339134
S_D40_n77,transfer,40,2.33086171605,0.0618778729236
S_D40_n77,transfer,40,2.47086171605,0.0658309532486
S_D40_n77,transfer,40,2.61086171605,0.0691192709452
S_D40_n77,transfer,40,2.75086171605,0.0718974901356
S_D40_n77,transfer,40,2.89086171605,0.07427753080790001
S_D40_n77,transfer,40,3.03086171605,0.07634135432649999
S_D40_n77,transfer,40,3.17086171605,0.0781499683505
S_D40_n77,transfer,40,3.31086171605,0.0797495721873
S_D40_n77,transfer,40,3.45086171605,0.08117573933199999
S_D40_n77,transfer,40,3.59086171605,0.08245629121009999
S_D40_n77,transfer,40,3.73086171605,0.0836132999107
S_D40_n77,transfer,40,3.87086171605,0.0846645061154
S_D40_n77,transfer,40,4.01086171605,0.0856243391265
S_D40_n77,transfer,40,4.15086171605,0.0865046620603
S_D40_n77,transfer,40,4.29086171605,0.087315324273
S_D40_n77,transfer,40,4.43086171605,0.088064576545
S_D40_n77,transfer,40,4.57086171605,0.0887593871198
S_D40_n77,transfer,40,4.71086171605,0.08940568516359999
S_D40_n77,transfer,40,4.85086171605,0.09000855037740001
S_D40_n77,transfer,40,4.99086171605,0.0905723622093
S_D40_n77,transfer,40,5,0.0906078435485
