case_id,kind,dose_krad_si,x_v,drain_current_a
S_D60_n83,transfer,60,-1.93,6.35617024642e-10
S_D60_n83,transfer,60,-1.84150444444,5.78339151343e-10
S_D60_n83,transfer,60,-1.72317605383,5.08936372475e-10
S_D60_n83,transfer,60,-1.58317605383,6.12715133964e-10
S_D60_n83,transfer,60,-1.44317605383,1.57833181291e-09
S_D60_n83,transfer,60,-1.30317605383,6.49572210121e-09
S_D60_n83,transfer,60,-1.16317605383,2.8394881373e-08
S_D60_n83,transfer,60,-1.02317605383,1.2375348664e-07
S_D60_n83,transfer,60,-0.883176053827,5.28140808162e-07
S_D60_n83,transfer,60,-0.743176053827,2.10760508596e-06
S_D60_n83,transfer,60,-0.603176053827,8.06659279222e-06
S_D60_n83,transfer,60,-0.463176053827,3.02111020491e-05
S_D60_n83,transfer,60,-0.323176053827,0.000110467434366
S_D60_n83,transfer,60,-0.183176053827,0.000388882769421
S_D60_n83,transfer,60,-0.0431760538272,0.0012786759221
S_D60_n83,transfer,60,0.0968239461728,0.00372091234539
S_D60_n83,transfer,60,0.236823946173,0.00898385823435
S_D60_n83,transfer,60,0.376823946173,0.0174009739779
S_D60_n83,transfer,60,0.516823946173,0.0275157338039
S_D60_n83,transfer,60,0.656823946173,0.0373466419156
S_D60_n83,transfer,60,0.796823946173,0.0458701055426
S_D60_n83,transfer,60,0.936823946173,0.0529631440905
S_D60_n83,transfer,60,1.07682394617,0.0588360231314
S_D60_n83,transfer,60,1.21682394617,0.06373999468200001
S_D60_n83,transfer,60,1.35682394617,0.0678859770893
S_D60_n83,transfer,60,1.49682394617,0.071436011364
S_D60_n83,transfer,60,1.63682394617,0.0745118913845
S_D60_n83,transfer,60,1.77682394617,0.0772053197234
S_D60_n83,transfer,60,1.91682394617,0.0795860410753
S_D60_n83,transfer,60,2.05682394617,0.0817077999348
S_D60_n83,transfer,60,2.19682394617,0.0836125841658
S_D60_n83,transfer,60,2.33682394617,0.0853336382696
S_D60_n83,transfer,60,2.47682394617,0.0868976176036
S_D60_n83,transfer,60,2.61682394617,0.08832614542599999
S_D60_n83,transfer,60,2.75682394617,0.08963695252040001
S_D60_n83,transfer,60,2.89682394617,0.090844722137
S_D60_n83,transfer,60,3.03682394617,0.0919617244387
S_D60_n83,transfer,60,3.17682394617,0.0929982987042
S_D60_n83,transfer,60,3.31682394617,0.0939632240505
S_D60_n83,transfer,60,3.45682394617,0.0948640075431
S_D60_n83,transfer,60,3.59682394617,0.0957071103733
S_D60_n83,transfer,60,3.73682394617,0.0964981270985
S_D60_n83,transfer,60,3.87682394617,0.0972419289487
S_D60_n83,transfer,60,4.01682394617,0.0979427793489
S_D60_n83,transfer,60,4.15682394617,0.0986044277665
S_D60_n83,transfer,60,4.29682394617,0.09923018650360001
S_D60_n83,transfer,60,4.43682394617,0.0998229939611
S_D60_n83,transfer,60,4.57682394617,0.100385467091
S_D60_n83,transfer,60,4.71682394617,0.100919945145
S_D60_n83,transfer,60,4.85682394617,0.101428526374
S_D60_n83,transfer,60,4.99682394617,0.101913098969
S_D60_n83,transfer,60,5,0.10192382368
