case_id,kind,dose_krad_si,x_v,drain_current_a
S_D30_n13,transfer,30,-1.93,1.08551226863e-08
S_D30_n13,transfer,30,-1.84150444444,2.49998511552e-08
S_D30_n13,transfer,30,-1.72317605383,7.57013657556e-08
S_D30_n13,transfer,30,-1.58317605383,2.79690845709e-07
S_D30_n13,transfer,30,-1.44317605383,9.763131007650001e-07
S_D30_n13,transfer,30,-1.30317605383,3.20059397277e-06
S_D30_n13,transfer,30,-1.16317605383,1.02015645712e-05
S_D30_n13,transfer,30,-1.02317605383,3.20634121597e-05
S_D30_n13,transfer,30,-0.883176053827,9.92389329665e-05
S_D30_n13,transfer,30,-0.743176053827,0.000300002241533
S_D30_n13,transfer,30,-0.603176053827,0.0008719986486
S_D30_n13,transfer,30,-0.463176053827,0.00236884628113
S_D30_n13,transfer,30,-0.323176053827,0.00576831298552
S_D30_n13,transfer,30,-0.183176053827,0.0120806869949
S_D30_n13,transfer,30,-0.0431760538272,0.0213737058283
S_D30_n13,transfer,30,0.0968239461728,0.0324087729956
S_D30_n13,transfer,30,0.236823946173,0.0435910079739
S_D30_n13,transfer,30,0.376823946173,0.0539392867182
S_D30_n13,transfer,30,0.516823946173,0.0631417670544
S_D30_n13,transfer,30,0.656823946173,0.0712249876463
S_D30_n13,transfer,30,0.796823946173,0.07832476874789999
S_D30_n13,transfer,30,0.936823946173,0.0845910374427
S_D30_n13,transfer,30,1.07682394617,0.09015762434379999
S_D30_n13,transfer,30,1.21682394617,0.0951362039946
S_D30_n13,transfer,30,1.35682394617,0.09961786485059999
S_D30_n13,transfer,30,1.49682394617,0.103676525594
S_D30_n13,transfer,30,1.63682394617,0.107372325429
S_D30_n13,transfer,30,1.77682394617,0.110754485319
S_D30_n13,transfer,30,1.91682394617,0.113863588476
S_D30_n13,transfer,30,2.05682394617,0.116733359114
S_D30_n13,transfer,30,2.19682394617,0.119392041047
S_D30_n13,transfer,30,2.33682394617,0.121863467117
S_D30_n13,transfer,30,2.47682394617,0.124167892538
S_D30_n13,transfer,30,2.61682394617,0.126322648423
S_D30_n13,transfer,30,2.75682394617,0.128342657968
S_D30_n13,transfer,30,2.89682394617,0.130240847215
S_D30_n13,transfer,30,3.03682394617,0.132028474388
S_D30_n13,transfer,30,3.17682394617,0.133715395873
S_D30_n13,transfer,30,3.31682394617,0.135310282551
S_D30_n13,transfer,30,3.45682394617,0.136820796962
S_D30_n13,transfer,30,3.59682394617,0.138253739306
S_D30_n13,transfer,30,3.73682394617,0.139615168518
S_D30_n13,transfer,30,3.87682394617,0.140910503262
S_D30_n13,transfer,30,4.01682394617,0.142144606629
S_D30_n13,transfer,30,4.15682394617,0.143321857542
S_D30_n13,transfer,30,4.29682394617,0.144446211272
S_D30_n13,transfer,30,4.43682394617,0.14552125094
S_D30_n13,transfer,30,4.57682394617,0.146550231567
S_D30_n13,transfer,30,4.71682394617,0.147536117905
S_D30_n13,transfer,30,4.85682394617,0.148481617048
S_D30_n13,transfer,30,4.99682394617,0.149389206672
S_D30_n13,transfer,30,5,0.149409371982
