x_um,electric_field_magnitude_v_per_cm
-1.29999995232,61900.6782789
-1.29999995232,61900.6782789
-1.21875,62127.8515954
-1.21875,62127.8515954
-1.13750004768,60791.8651909
-1.13750004768,60791.8651909
-1.05624997616,55573.434785
-1.05624997616,55573.434785
-1.015625,49132.5931542
-1.015625,49132.5931542
-0.975000023842,38621.9348364
-0.975000023842,38621.9348364
-0.954687476158,33891.1606132
-0.954687476158,33891.1606132
-0.934374988079,26844.4140143
-0.934374988079,26844.4140143
-0.9140625,18839.9466841
-0.9140625,18839.9466841
-0.893750011921,12137.9718643
-0.893750011921,12137.9718643
-0.873437523842,10786.4409054
-0.873437523842,10786.4409054
-0.86328125,12969.480258
-0.86328125,12969.480258
-0.853124976158,19009.5873373
-0.853124976158,19009.5873373
-0.842968761921,27849.36993
-0.842968761921,27849.36993
-0.837890625,35445.7996221
-0.837890625,35445.7996221
-0.832812488079,57327.9394422
-0.832812488079,57327.9394422
-0.827734351158,105677.441122
-0.827734351158,105677.441122
-0.826245129108,129372.687815
-0.826245129108,129372.687815
-0.824999988079,130312.509089
-0.824999988079,130312.509089
-0.824999988079,130312.509089
-0.822656273842,673779.244236
-0.819339990616,681399.170343
-0.817859888077,808238.31212
-0.817578136921,957150.044124
-0.816683471203,956991.502262
-0.8125,961894.941502
-0.811605334282,961814.435926
-0.807421863079,964287.095218
-0.806527197361,964113.77322
-0.802343726158,964882.471058
-0.80144906044,964387.791784
-0.797265648842,963198.105979
-0.796370983124,962376.136315
-0.792187511921,959192.063394
-0.791292846203,958109.349008
-0.787109375,953136.836267
-0.786214709282,951882.641609
-0.782031238079,946037.776548
-0.781136572361,944663.999491
-0.776953101158,938037.788773
-0.77605843544,936620.861968
-0.771875023842,929863.334882
-0.770980358124,928454.899998
-0.766796886921,921956.628547
-0.765902221203,920391.69583
-0.76171875,915204.426298
-0.753351807594,905893.150956
-0.752009809017,905018.438525
-0.751562476158,904801.790396
-0.751115143299,904835.68823
-0.74185359478,903376.977742
-0.741406261921,903471.707442
-0.734655618668,145438.262041
-0.733002364635,145111.923577
-0.732196092606,106149.355188
-0.731301128864,62851.7724142
-0.729441106319,0.662556116886
-0.729441106319,0.662556116886
-0.729001224041,0.755816670053
-0.721093773842,0.736506844979
-0.718843102455,0.716438553399
-0.71333104372,0.677031278007
-0.7109375,0.684237288574
-0.707388997078,0.663718874653
-0.700781226158,0.651674394217
-0.698401391506,0.630390099773
-0.69439971447,0.610086816647
-0.690625011921,0.621268612033
-0.682304263115,0.560178840413
-0.676997959614,0.547158010818
-0.671998441219,0.532575915327
-0.671380341053,0.533141138655
-0.671380341053,0.533141138655
-0.670190393925,34512.7563232
-0.669620394707,51062.4009713
-0.668725669384,45477.0032891
-0.66015625,532880.626698
-0.659261524677,527704.890525
-0.649999976158,465051.856464
-0.649105250835,460267.09682
-0.639843761921,408482.30754
-0.638949036598,404412.287996
-0.629687488079,350798.454675
-0.628792762756,347361.451523
-0.61490046978,296879.565371
-0.609375,275582.095221
-0.60384953022,265099.604038
-0.594587981701,240140.397631
-0.589062511921,223855.940431
-0.578011572361,208675.226875
-0.568750023842,191870.999518
-0.557699024677,177369.17801
-0.548437476158,165303.667653
-0.537386536598,154171.344978
-0.528124988079,144951.027921
-0.517074048519,136195.591516
-0.5078125,128921.679701
-0.49676156044,121847.778132
-0.487500011921,115965.652667
-0.476449042559,110194.113816
-0.46718749404,105365.403429
-0.45613655448,100608.433574
-0.44687500596,96602.856595
-0.435824036598,92646.6791833
-0.426562488079,89298.6204497
-0.415511548519,85984.2512895
-0.40625,83156.9635379
-0.39519906044,80370.0806853
-0.385937511921,77971.2684206
-0.374886542559,75630.6914494
-0.36562499404,73608.9719083
-0.35457405448,71651.1575605
-0.34531250596,69996.8669016
-0.334261536598,68329.0171086
-0.324999988079,66899.8651338
-0.313949048519,65470.4385219
-0.3046875,64205.7551568
-0.29363656044,63148.1251696
-0.284375011921,61837.191567
-0.262273102999,59462.9431333
-0.24375000596,57812.0264529
-0.212386548519,56665.1627988
-0.203125,56207.8648035
-0.171761542559,55070.0926633
-0.16249999404,54753.6202146
-0.131136551499,54644.0116105
-0.12187500298,54645.2164707
-0.104986988008,13322.2791861
-0.10000000149,2.35295316052e-16
-0.10000000149,2.35295316052e-16
-0.085524559021,1.92350114513e-16
-0.0812499970198,1.7966852752e-16
-0.0498865433037,1.2239105893e-16
-0.0406249985099,1.05477187225e-16
-0.00926154572517,2.40463125013e-17
0,9.76694877588e-23
0.031363453716,8.14308777133e-17
0.0406249985099,1.05477193707e-16
0.0719884485006,1.62754632247e-16
0.0812499970198,1.79668514084e-16
0.0957254394889,2.22613691602e-16
0.10000000149,2.3529530518e-16
0.10000000149,2.3529530518e-16
0.116888016462,40391.5142624
0.12187500298,53447.9665535
0.15323844552,54333.5107913
0.16249999404,54673.519599
0.193863451481,55717.2462124
0.203125,56133.4925521
0.234488457441,57713.6782281
0.24375000596,58339.8836862
0.275113463402,60965.5301979
0.284375011921,61874.4551092
0.31573843956,65522.7234669
0.324999988079,66763.5434688
0.340681731701,69910.4751543
0.35457405448,71788.3719651
0.36562499404,73002.7897612
0.376675963402,75393.3314493
0.385937511921,77900.2358653
0.396988451481,80634.571431
0.40625,82990.655809
0.41730093956,86281.5407523
0.426562488079,89158.0443759
0.437613457441,93108.9191589
0.44687500596,96527.3414194
0.45792594552,101284.710466
0.46718749404,105354.179944
