x_um,electric_field_magnitude_v_per_cm
-1.29999995232,61889.3187662
-1.29999995232,61889.3187662
-1.21875,62116.2046891
-1.21875,62116.2046891
-1.13750004768,60778.6089462
-1.13750004768,60778.6089462
-1.05624997616,55553.1816097
-1.05624997616,55553.1816097
-1.015625,49105.0810559
-1.015625,49105.0810559
-0.975000023842,38574.7874499
-0.975000023842,38574.7874499
-0.954687476158,33830.3114821
-0.954687476158,33830.3114821
-0.934374988079,26766.3729993
-0.934374988079,26766.3729993
-0.9140625,18751.2757125
-0.9140625,18751.2757125
-0.893750011921,12063.1604884
-0.893750011921,12063.1604884
-0.873437523842,10723.6005956
-0.873437523842,10723.6005956
-0.86328125,12887.8639368
-0.86328125,12887.8639368
-0.853124976158,18882.4776215
-0.853124976158,18882.4776215
-0.842968761921,27618.4850029
-0.842968761921,27618.4850029
-0.837890625,35113.9089986
-0.837890625,35113.9089986
-0.832812488079,56778.4262427
-0.832812488079,56778.4262427
-0.827734351158,104824.129256
-0.827734351158,104824.129256
-0.826245129108,127663.500327
-0.826245129108,127663.500327
-0.824999988079,127236.062742
-0.824999988079,127236.062742
-0.824999988079,127236.062742
-0.822656273842,672615.535142
-0.819339990616,680563.807845
-0.817859888077,808241.426246
-0.817578136921,957949.964094
-0.816683471203,957585.377258
-0.8125,962248.432373
-0.811605334282,962159.508053
-0.807421863079,964592.061532
-0.806527197361,964474.987275
-0.802343726158,965279.898021
-0.80144906044,964795.050074
-0.797265648842,963628.36169
-0.796370983124,962803.462946
-0.792187511921,959618.843985
-0.791292846203,958532.218002
-0.787109375,953550.235735
-0.786214709282,952292.77014
-0.782031238079,946436.020232
-0.781136572361,945058.883092
-0.776953101158,938419.542249
-0.77605843544,936999.195949
-0.771875023842,930228.015085
-0.770980358124,928816.314177
-0.766796886921,922300.26071
-0.765902221203,920730.532922
-0.76171875,915532.689942
-0.753351807594,906193.105155
-0.752009809017,905315.002537
-0.751562476158,905097.422142
-0.751115143299,905129.291099
-0.74185359478,903634.131297
-0.741406261921,903726.54193
-0.734655618668,145477.278541
-0.733002364635,145142.557409
-0.732196092606,106171.763786
-0.731301128864,62865.0406624
-0.729441106319,0.662556116886
-0.729441106319,0.662556116886
-0.729001224041,0.755816670053
-0.721093773842,0.736506844979
-0.718843102455,0.716438553399
-0.71333104372,0.677031278007
-0.7109375,0.684237288574
-0.707388997078,0.663718874653
-0.700781226158,0.651674394217
-0.698401391506,0.630390099773
-0.69439971447,0.610086816647
-0.690625011921,0.621268612033
-0.682304263115,0.560178840413
-0.676997959614,0.547158010818
-0.671998441219,0.532575915327
-0.671380341053,0.533141138655
-0.671380341053,0.533141138655
-0.670190393925,34491.6652177
-0.669620394707,51031.1960524
