x_um,electric_field_magnitude_v_per_cm
-1.29999995232,51876.6685939
-1.29999995232,51876.6685939
-1.21875,51932.2599879
-1.21875,51932.2599879
-1.13750004768,50957.242543
-1.13750004768,50957.242543
-1.05624997616,49209.7742755
-1.05624997616,49209.7742755
-1.015625,44716.8186686
-1.015625,44716.8186686
-0.975000023842,36942.2796177
-0.975000023842,36942.2796177
-0.954687476158,33385.2318817
-0.954687476158,33385.2318817
-0.934374988079,27746.9328501
-0.934374988079,27746.9328501
-0.9140625,21494.1414822
-0.9140625,21494.1414822
-0.893750011921,16744.162021
-0.893750011921,16744.162021
-0.873437523842,16000.8331217
-0.873437523842,16000.8331217
-0.86328125,17373.7795877
-0.86328125,17373.7795877
-0.853124976158,22659.8635245
-0.853124976158,22659.8635245
-0.842968761921,30785.1871745
-0.842968761921,30785.1871745
-0.837890625,38018.5241704
-0.837890625,38018.5241704
-0.832812488079,59193.012434
-0.832812488079,59193.012434
-0.827734351158,106576.237262
-0.827734351158,106576.237262
-0.826245129108,129261.767105
-0.826245129108,129261.767105
-0.824999988079,128840.821396
-0.824999988079,128840.821396
-0.824999988079,128840.821396
-0.822656273842,673960.495203
-0.819339990616,681910.273143
-0.817859888077,809669.313535
-0.817578136921,959309.875448
-0.816683471203,958950.529649
-0.8125,963627.761395
-0.811605334282,963540.858036
-0.807421863079,965983.473859
-0.806527197361,965866.773651
-0.802343726158,966676.42358
-0.80144906044,966191.396869
-0.797265648842,965026.138327
-0.796370983124,964200.84279
-0.792187511921,961014.979458
-0.791292846203,959927.50015
-0.787109375,954941.594036
-0.786214709282,953682.926201
-0.782031238079,947820.754783
-0.781136572361,946442.22267
-0.776953101158,939796.239791
-0.77605843544,938374.458085
-0.771875023842,931596.435714
-0.770980358124,930183.343331
-0.766796886921,923661.626562
-0.765902221203,922090.664426
-0.76171875,916887.770843
-0.753351807594,907541.409655
-0.752009809017,906662.796788
-0.751562476158,906445.10144
-0.751115143299,906477.479235
-0.74185359478,904988.960043
-0.741406261921,905082.018425
-0.734655618668,145696.019429
-0.733002364635,145362.354533
-0.732196092606,106332.545019
-0.731301128864,62960.240093
-0.729441106319,0.662556116886
-0.729441106319,0.662556116886
-0.729001224041,0.755816670053
-0.721093773842,0.736506844979
-0.718843102455,0.716438553399
-0.71333104372,0.677031278007
-0.7109375,0.684237288574
-0.707388997078,0.663718874653
-0.700781226158,0.651674394217
-0.698401391506,0.630390099773
-0.69439971447,0.610086816647
-0.690625011921,0.621268612033
-0.682304263115,0.560178840413
-0.676997959614,0.547158010818
-0.671998441219,0.532575915327
-0.671380341053,0.533141138655
-0.671380341053,0.533141138655
-0.670190393925,34545.8742259
-0.669620394707,51111.3999028
-0.668725669384,45514.602166
-0.66015625,533288.391417
-0.659261524677,528103.430799
-0.649999976158,465346.71343
-0.649105250835,460554.515327
-0.639843761921,408697.261255
-0.638949036598,404621.469446
-0.629687488079,350939.969417
-0.628792762756,347497.950214
-0.61490046978,296962.923837
-0.609375,275642.914347
-0.60384953022,265147.227555
-0.594587981701,240168.489403
-0.589062511921,223870.551619
-0.578011572361,208674.342919
-0.568750023842,191856.369475
-0.557699024677,177340.921278
-0.548437476158,165266.532328
-0.537386536598,154125.873087
-0.528124988079,144899.458887
-0.517074048519,136138.963277
-0.5078125,128861.090932
-0.49676156044,121784.571566
-0.487500011921,115900.211073
-0.476449042559,110128.061465
-0.46718749404,105298.583306
-0.45613655448,100542.67806
-0.44687500596,96537.5982501
-0.435824036598,92583.8795136
-0.426562488079,89237.3998638
-0.415511548519,85926.6328293
-0.40625,83101.8422957
-0.39519906044,80319.4612442
-0.385937511921,77923.8891855
-0.374886542559,75588.4634609
-0.36562499404,73570.5393934
-0.35457405448,71618.2671272
-0.34531250596,69968.0244956
-0.334261536598,68305.9610058
-0.324999988079,66881.166514
-0.313949048519,65457.5543492
-0.3046875,64197.2736541
-0.29363656044,63146.1888511
-0.284375011921,61841.3577769
-0.262273102999,59477.1527659
-0.24375000596,57832.8581345
-0.212386548519,56696.8172865
-0.203125,56242.3196899
-0.171761542559,55112.8030345
-0.16249999404,54798.2506495
-0.131136551499,54691.7407775
-0.12187500298,54693.5101611
-0.104986988008,13331.5322362
-0.10000000149,2.35295316052e-16
-0.10000000149,2.35295316052e-16
-0.085524559021,1.92350114513e-16
-0.0812499970198,1.7966852752e-16
-0.0498865433037,1.2239105893e-16
-0.0406249985099,1.05477187225e-16
-0.00926154572517,2.40463125013e-17
0,9.76694877588e-23
0.031363453716,8.14308777133e-17
0.0406249985099,1.05477193707e-16
0.0719884485006,1.62754632247e-16
0.0812499970198,1.79668514084e-16
0.0957254394889,2.22613691602e-16
0.10000000149,2.3529530518e-16
0.10000000149,2.3529530518e-16
0.116888016462,40433.7038956
0.12187500298,53500.2009935
0.15323844552,54380.9325591
0.16249999404,54719.4234529
0.193863451481,55754.9148707
0.203125,56168.7952887
0.234488457441,57737.3480333
0.24375000596,58360.3930803
0.275113463402,60971.6336862
0.284375011921,61876.8382441
0.31573843956,65512.708293
0.324999988079,66749.8446911
0.340681731701,69884.7686228
0.35457405448,71757.2717656
0.36562499404,72965.1613512
0.376675963402,75350.1104456
0.385937511921,77852.0496248
0.396988451481,80581.5170047
0.40625,82934.6525749
0.41730093956,86221.5416448
0.426562488079,89095.6165108
0.437613457441,93043.63541
0.44687500596,96460.5329409
0.45792594552,101216.467475
0.46718749404,105285.497343
0.478238463402,111058.573453
0.487500011921,115942.525315
0.498550951481,123010.091999
0.5078125,128930.77279
0.51886343956,137647.551715
0.528124988079,144922.986444
0.539175927639,156017.649818
0.548437476158,165249.46999
0.559488475323,179275.760205
0.568750023842,191325.280346
0.579800963402,206921.435425
0.589062511921,223593.952096
0.594587981701,241469.943059
0.60384953022,262356.676063
0.609375,273010.983085
0.61490046978,295472.580394
0.628792762756,342347.797876
0.629687488079,345323.764624
0.630582213402,349279.1279
0.639843761921,408243.716043
0.640738487244,412899.455675
0.649999976158,474092.617979
0.650894701481,480285.408007
0.66015625,547416.916747
0.668725669384,46441.1297344
0.669620394707,52808.8719555
0.670190393925,35693.1804554
0.671380341053,0.537939062906
0.671380341053,0.537939062906
0.671998441219,0.537278074665
0.676997959614,0.541360826973
0.682304263115,0.56015483988
0.690625011921,0.618666570232
0.69439971447,0.605571539186
0.698401391506,0.632009461239
0.700781226158,0.65312330234
0.707388997078,0.664844323648
0.7109375,0.684356471898
0.71333104372,0.676937250359
0.718843102455,0.717639297493
0.721093773842,0.738718993422
0.729001224041,0.759444332848
0.729441106319,0.666097725087
0.729441106319,0.666097725087
0.731301128864,62885.8195898
0.732196092606,106206.856394
0.733002364635,145190.528803
0.734655618668,145552.323858
0.741406261921,905042.644841
0.74185359478,904926.274875
0.751115143299,906277.035821
0.751562476158,906284.95622
0.752009809017,906535.39747
0.753351807594,907607.935898
0.76171875,916179.55107
0.762613415718,917561.910567
0.766796886921,923959.047222
0.767691552639,925339.4351
0.771875023842,932073.1294
0.77276968956,933505.034659
0.776953101158,939858.534586
0.777847766876,941222.084631
0.782031238079,947773.250102
0.782925903797,949022.718246
0.787109375,954953.75803
0.788004040718,956035.613867
0.792187511921,961030.580221
0.793082177639,961854.109798
0.797265648842,965201.020652
0.79816031456,965674.291881
0.802343726158,966968.689765
0.803238391876,967148.92111
0.807421863079,966547.470852
0.808316528797,966620.150785
0.8125,964601.331499
0.813394665718,964891.569612
0.817578136921,960582.607264
0.817859888077,810919.05745
0.819339990616,682911.450301
0.822656273842,675744.255065
0.824999988079,128913.698047
0.824999988079,128913.698047
0.824999988079,128913.698047
0.826245129108,129357.301313
0.826245129108,129357.301313
0.827734351158,110690.765042
0.827734351158,110690.765042
0.832812488079,61263.991555
0.832812488079,61263.991555
0.837890625,39170.4468326
0.837890625,39170.4468326
0.842968761921,28343.3881236
0.842968761921,28343.3881236
0.853124976158,20765.9198863
0.853124976158,20765.9198863
0.86328125,15572.7811773
0.86328125,15572.7811773
0.873437523842,13749.3924133
0.873437523842,13749.3924133
0.893750011921,13118.9039175
0.893750011921,13118.9039175
0.9140625,17294.2602083
0.9140625,17294.2602083
0.934374988079,22413.0791549
0.934374988079,22413.0791549
0.954687476158,28489.6687731
0.954687476158,28489.6687731
0.975000023842,33871.8667497
0.975000023842,33871.8667497
1.015625,40836.1823298
1.015625,40836.1823298
1.05624997616,46038.5966058
1.05624997616,46038.5966058
1.13750004768,50747.4473397
1.13750004768,50747.4473397
1.21875,51985.8262845
1.21875,51985.8262845
1.29999995232,52372.0624415
1.29999995232,52372.0624415
