x_um,electric_field_magnitude_v_per_cm
-1.29999995232,61929.468814
-1.29999995232,61929.468814
-1.21875,62434.4266825
-1.21875,62434.4266825
-1.13750004768,60330.1464663
-1.13750004768,60330.1464663
-1.05624997616,55972.0649091
-1.05624997616,55972.0649091
-1.015625,49402.8141586
-1.015625,49402.8141586
-0.975000023842,38733.0955688
-0.975000023842,38733.0955688
-0.954687476158,33943.6968928
-0.954687476158,33943.6968928
-0.934374988079,26816.208702
-0.934374988079,26816.208702
-0.9140625,18743.0833326
-0.9140625,18743.0833326
-0.893750011921,12040.9737216
-0.893750011921,12040.9737216
-0.873437523842,10715.0072316
-0.873437523842,10715.0072316
-0.86328125,12863.4976024
-0.86328125,12863.4976024
-0.853124976158,18833.9315028
-0.853124976158,18833.9315028
-0.842968761921,27507.7760603
-0.842968761921,27507.7760603
-0.837890625,34960.950705
-0.837890625,34960.950705
-0.832812488079,56602.4322269
-0.832812488079,56602.4322269
-0.827734351158,104954.81941
-0.827734351158,104954.81941
-0.826245129108,127577.987765
-0.826245129108,127577.987765
-0.824999988079,125606.813494
-0.824999988079,125606.813494
-0.824999988079,125606.813494
-0.822656273842,672095.108005
-0.819339990616,680417.296564
-0.817859888077,808328.742347
-0.817578136921,958604.18409
-0.816683471203,958019.787948
-0.8125,962432.943155
-0.811605334282,962333.31583
-0.807421863079,964716.066657
-0.806527197361,964651.791575
-0.802343726158,965488.000404
-0.80144906044,965012.580509
-0.797265648842,963866.408816
-0.796370983124,963038.1987
-0.792187511921,959851.70662
-0.791292846203,958761.181474
-0.787109375,953769.62766
-0.786214709282,952509.128332
-0.782031238079,946641.097084
-0.781136572361,945260.841811
-0.776953101158,938609.217786
-0.77605843544,937185.590944
-0.771875023842,930401.435654
-0.770980358124,928986.519334
-0.766796886921,922452.663209
-0.765902221203,920878.013032
-0.76171875,915669.823361
-0.753351807594,906301.466525
-0.752009809017,905419.828752
-0.751562476158,905201.264453
-0.751115143299,905230.917998
-0.74185359478,903696.468437
-0.741406261921,903786.351356
-0.734655618668,145484.692552
-0.733002364635,145141.160641
-0.732196092606,106170.740907
-0.731301128864,62864.4341351
-0.729441106319,0.659152821855
-0.729441106319,0.659152821855
-0.729001224041,0.751935776342
-0.721093773842,0.732729224078
-0.718843102455,0.712765827622
-0.71333104372,0.673563648439
-0.7109375,0.680733934546
-0.707388997078,0.660323412375
-0.700781226158,0.648342843597
-0.698401391506,0.62716822869
-0.69439971447,0.606972486202
-0.690625011921,0.618098790217
-0.682304263115,0.557321523505
-0.676997959614,0.544368487154
-0.671998441219,0.529863967954
-0.671380341053,0.530426637601
-0.671380341053,0.530426637601
-0.670190393925,34463.6413914
-0.669620394707,50989.7352635
-0.668725669384,45401.2147418
-0.66015625,531946.18657
-0.659261524677,526770.403931
-0.649999976158,464138.245497
-0.649105250835,459355.546305
-0.639843761921,407609.195395
-0.638949036598,403542.061316
-0.629687488079,349982.052416
-0.628792762756,346547.781771
-0.61490046978,296131.206402
-0.609375,274860.785038
-0.60384953022,264392.419276
-0.594587981701,239471.978293
-0.589062511921,223213.995396
-0.578011572361,208051.716392
-0.568750023842,191273.569957
-0.557699024677,176799.370041
-0.548437476158,164755.439378
-0.537386536598,153650.298302
-0.528124988079,144449.694042
-0.517074048519,135721.208483
-0.5078125,128466.609791
-0.49676156044,121420.158552
-0.487500011921,115557.773093
-0.476449042559,109814.442182
-0.46718749404,105006.275793
